V1,V2
amp seat togeth just fee seem take am flight least can wave,0
need someon manag contact fli funer make now add pain want pay,0
just contac eyewit news ripoff cancel flight now want pay,0
call say y busi call back late flightr terribl custom servic,0
charg flight cancel flightl unbeliev unheard,0
complet rip us airway today never fli airlin contact local news,0
believ refer number one seem get realli need help asap,0
hundr peopl line less half desk man clt help,0
contact email custom complaint,0
now probabl go miss connect charlott drive home funer,0
flight jfk charlott charlott birmingham previous flight hsv cancel flightl,0
still cricket custom servic,0
excus poor websit flight book problem option year vacat fall ubett smth,0
phone line disconnect can queue answer phone line simpli disconnect call,0
want bump seet first class two cancel flightlat hrs joke,0
arriv plane sit need take wish someon tell us holdup,0
date back nov sent back forth disgrac,0
hope voucher futur flight optimist,1
even leav airport sent bag philadelphia,0
thank info tri hrs luck flight dep today need chang tomorrow thursday,0
tri twice today hold min time thing live hold deal w custom serv failur,0
warm weather hub mean mexico us go anywher els sinc lost bag hope attempt rectifi,0
kid oy,0
thank,1
thank blow vacat get anywher today make reserv also lost bag mine,0
tri talk dividend mile rep day now hold hour day option,0
still say time websit btw,0
custom servic horribl,0
expect someth tell see agent rebook flight,0
abil switch flight tell bag,0
disast sit runway bring plane back gate smh,0
line servic desk hr now spot,0
got flight bos charlott found cancel flightl got gate,0
pleas give tara g pat back prais help phl member loung,1
thank hope get destin,1
well am just got email am flight delayedthat right,0
soon possibl board plane st time now still start,0
chairman phone number can use,0
make spirit look like gem air travel handl winter storm well,0
thank repli hope everyth clear charlott monday,1
take month,0
yes file report atlanta bag charlott nc hour late flightr still find luggag,0
suppos carri pittsburgh come boston carri,0
even get hold wait speak someoneawesom,0
almost hour coin now understand higher call volum unaccept,0
cancel flight sm respons slow,0
¡¯ve flight cancel flightl twice now minut autom question phone just goe busi signal help,0
great job today ruin peopl vacat thank incompet pilot staff now miss flight,0
servic aw boston pay extra dollar suppos dissatisfi mad,0
pm flight fll phl connect man howev delay might miss can go earlier,0
hold gold reserv line hour now flight cancel flightl tri rebook,0
choic pay anoth go airport hope treat better rep,0
reserv hold hour hang smh,0
r u suppos chang flight u get thru reserv onehouronhold,0
even consid continu point program receiv perk continu bad custom servic senseless,0
thank get back find airlin futur,0
pay reactiv point use certain flight even worth,0
strand hour mia patrick casimir aa staff apolog great inconveni unreal,0
thank said deni mile expir one week ago last drop plan avoid aa possibl,0
sorri late flight respond dm,0
believ understand flight origin book sunday flight cancel flight reschedul today,1
aa employe rude unwil help mile rotten cherri top dog shit sunday nocareforcustom,0
mold flight us filthyplan hopeidonotgetsick httptcozikuoxgnw,0
slept miami airport due mechan issu given bonus mile tri make right slapinthefac,0
hr min cost flight chang hrs ago bf drop call cancel flight flight ask refund,0
just frustrat paid get refund,0
thank,1
sure hope can fix good luck servic suck nexttimeiwillflysouthwest,0
thank fresh food cross countri flight make connect close time eat tpadfwlax,0
plane made miss connect day thank noth,0
purchas main cabin xt faus flight cancel flightl reschedul regular seat credit,0
thank,1
thx respond cant watch min film w cut prolong prds time beyond frustrat,0
can connect person without wait hour hold still abl resolv problem,0
r u serious min delay americanairlin aa ohio dalla miss connect flight httptcodnmsblzumr,0
jump gun cancel flight flight ve made snow now cancel flightlat ridicul,0
might look wife travel much use membership,1
great thank follow,1
exact ill fli aa dalla airlin trust,1
address issu hold min speak agent,0
got anoth flight thank,1
submit case aa custom relat two week ago word ever sinc what point even cr,0
near gate mean sit plane almost hour yeah,0
think help base behavior voucher cot seem like enough,1
still wait flight get money back,0
cancel flight flight realli don¡¯t need much troubl,0
¡° sorri uncomfort andrew can ¡± sma,0
got back eventu rollercoast got airport amp got speak someon thing got fix quick,1
extra hour travel time miss vacat time now guy mess profession life,0
check app sinc yesterday confirm upgrad amp carri got counter amp manag upgrad somebodi els seat,0
tri desper get boyfriend book us airway flight price can help,0
yes yes yes glad head home,1
worri send letter expect compens fli twice week w guy now,0
thank,1
thank keep updat just hope make either connect killeen tx,1
hold wcustom servic line minut phone agent min bf call drope,0
tri book rwrd told couldnt bought tix usair now aa choic bother aadv svc,0
narrowli made standbylot snag trip,0
order alway hour flight delay hour wors ever forgot meal,0
thank much,1
aa doesnt charg fee chang award ticket long origin destin amp award type remain,1
need flight tonight anyth els,0
thank confirm,1
spent choppiest feed whiplash ever americanairlinesfail iwantmymoneyback,0
pleas find bag singapor three day alreadi without bag last known destin lax tag pleas help,0
¡°inconvenient¡± conveni word,0
respons made differ made situat better trustget lost like bag,0
delay way puerto rico delay way back new york disgrac,0
ok may keep lose bag info longer trust bad way handl,0
come just want go home miss anoth day work stuckinmemphi texasisclos,0
guy kill httptcoipgeicsm,0
aww cool nice know still head one fave,1
offer perk ask told thenewamerican,0
good care custom anyth happen take get back nyc screw,0
cost dollar flight cancel flightl even give food comp fli take,0
just say dumb thing beat around bush flight cancel flightl prepar compass,0
worst compani ever pleas fli repeat pleas fli credit delay,0
continu win never miss flight nice littl quiet gate chang made possibl sheesh,1
lost cat miss flight kept crate hrs hr trip never touch pet,0
worri steal money,0
continu get put hold pain inexperienc peopl call platinum desk,0
pretti lame respons two page singl space letter httptcoaceboelpa,0
happen us matter respons matter way drop ball aa,0
look help usairway award travel book wife two boy seat assign,0
put bad mood angri sinc spagnuolo coach ram,0
cancel flight flight left help find hotel stay slept airport night,0
flight vega dfw cancel flightl sunday monday whammi today,0
airport snow remov method keep good work folk cessna becom s httptcooumclrxdn,1
flight jacksonvill fl dalla show cancel flightl go rebook anoth flight,0
great thank,1
awesom thank,1
flight dalla jacksonvill fl cancel flightl one notifi go,0
extrem upset baggag handler decid go luggag take belong,0
flight delay hour gf meal despit earli request attend seat fell leg badservic,0
can alway reli fli usair american employe rude unhappi,0
robocal anoth cancel flightat don¡¯t accept chang won¡¯t let connect agent just wow,0
said aa provid flight wifi rout china base feder law unit,0
